id,make,model,type,year_of_making,provider_id,created_at,updated_at,deleted_at
f4b9161b-0ba9-4756-a7d5-b44b92055ba8,Ducati,"Monster 1200 S Stripe",Bike,2024,NULL,"2024-09-12 09:51:16","2024-09-12 09:51:16",NULL
c54c37ec-fae7-4f25-bc06-356d8f149817,Ducati,"Monster 696",Bike,2024,NULL,"2024-09-12 09:51:37","2024-09-12 09:51:37",NULL
30e0b604-ee48-4164-912c-8953b61e913c,Ducati,"Monster 795",Bike,2024,NULL,"2024-09-12 09:59:43","2024-09-12 09:59:43",NULL
1b573761-fd3a-4077-a02f-5c340ceb89bd,Ducati,"Monster 796",Bike,2024,NULL,"2024-09-12 10:00:01","2024-09-12 10:00:01",NULL
f2d0c6a5-3c16-4cb3-a033-f9f0aabe7c31,Ducati,"Monster 797",Bike,2024,NULL,"2024-09-12 10:00:26","2024-09-12 10:00:26",NULL
90d88aa5-ca2d-4830-80c4-8e30e333529c,Ducati,"Monster 821",Bike,2024,NULL,"2024-09-12 10:01:02","2024-09-12 10:01:02",NULL
0e142fd8-caa3-463d-93ce-f0a6f3693e5e,Ducati,"Monster 821 Dark",Bike,2024,NULL,"2024-09-12 10:01:22","2024-09-12 10:01:22",NULL
971bb0fb-ad24-432e-a72d-80b8bc22c694,Ducati,"Monster Diesel",Bike,2024,NULL,"2024-09-12 10:01:59","2024-09-12 10:01:59",NULL
5848ff7c-7661-4f46-bcd6-d2a077730374,Ducati,"Multistrada 950",Bike,2024,NULL,"2024-09-12 10:11:03","2024-09-12 10:11:03",NULL
8dd1e3e8-5700-4a0d-95ef-9d1978f4cf70,Ducati,"Multistrada 1200",Bike,2024,NULL,"2024-09-12 10:11:40","2024-09-12 10:12:07",NULL
be4b2fce-b9e4-4e1f-b1d0-17f6ed1e1e18,Ducati,"Multistrada 1200 Enduro",Bike,2024,NULL,"2024-09-12 10:12:24","2024-09-12 10:12:24",NULL
81b83008-10b3-49e8-becd-33126c6a2291,Ducati,"Multistrada 1200 Pikes Peak",Bike,2024,NULL,"2024-09-12 10:12:49","2024-09-12 10:12:49",NULL
8d33ac66-964f-4cf5-8f2b-195271fd2af3,Ducati,"Multistrada 1200 S",Bike,2024,NULL,"2024-09-12 10:13:21","2024-09-12 10:13:21",NULL
64a5583b-3548-4d71-8f26-1c69b84e5e20,Ducati,"Multistrada 1260",Bike,2024,NULL,"2024-09-12 10:13:42","2024-09-12 10:13:42",NULL
e154ed89-6b4a-4393-8d62-0acc1746d68f,Ducati,"Multistrada 1260 Enduro",Bike,2024,NULL,"2024-09-12 10:14:06","2024-09-12 10:14:06",NULL
450d2477-a782-41e4-86ba-a1ed6aaed298,Ducati,"Multistrada V2",Bike,2024,NULL,"2024-09-12 10:15:31","2024-09-12 10:15:31",NULL
260c04fa-6657-4902-8dbf-279e26e7029f,Ducati,"Multistrada V4",Bike,2024,NULL,"2024-09-12 10:15:50","2024-09-12 10:15:50",NULL
486e8e67-4895-4276-b3de-d5db2529f8e1,Ducati,"Multistrada V4 RS",Bike,2024,NULL,"2024-09-12 10:16:07","2024-09-12 10:16:07",NULL
4dec1f03-43f9-4751-a7fd-f5d4c1aeda33,Ducati,"Panigale R",Bike,2024,NULL,"2024-09-12 10:16:24","2024-09-12 10:16:24",NULL
2d22af26-1aa5-40f5-8bbc-d3b7dba5805c,Ducati,"899 Panigale",Bike,2024,NULL,"2024-09-12 10:16:52","2024-09-12 10:16:52",NULL
c08d64c9-9707-4dbf-a808-d20930335018,Ducati,"959 Panigale",Bike,2024,NULL,"2024-09-12 10:17:11","2024-09-12 10:17:11",NULL
63385eb1-0ca1-492a-9d94-9517f164e1b6,Ducati,"1199 Panigale",Bike,2024,NULL,"2024-09-12 10:17:38","2024-09-12 10:17:38",NULL
5193fd8e-1d02-41bd-be7a-02039b41ed41,Ducati,"1299 Panigale",Bike,2024,NULL,"2024-09-12 10:18:01","2024-09-12 10:18:01",NULL
f5d63fea-0d3b-42a6-bcc4-3dec00127657,Ducati,"1299 Panigale R Final Edition",Bike,2024,NULL,"2024-09-12 10:18:20","2024-09-12 10:18:20",NULL
904c7fce-ea36-4d67-9a8a-1d82e137f84d,Ducati,"1299 Panigale S",Bike,2024,NULL,"2024-09-12 10:18:38","2024-09-12 10:18:38",NULL
392631f3-30a7-4f0d-9a32-ff306791ed9e,Ducati,"Panigale V2",Bike,2024,NULL,"2024-09-12 10:19:09","2024-09-12 10:19:09",NULL
65830486-45de-4571-9d7c-3dc7021ad24b,Ducati,"Panigale V4",Bike,2024,NULL,"2024-09-12 10:19:27","2024-09-12 10:19:27",NULL
46d2054f-1a74-41c7-be62-c564fbef2b31,Ducati,"Panigale V4 R",Bike,2024,NULL,"2024-09-12 10:19:43","2024-09-12 10:19:43",NULL
41aeaccd-a55d-4b19-9af1-786bf8ec5c9f,Ducati,"Panigale V4 S ",Bike,2024,NULL,"2024-09-12 10:20:04","2024-09-12 10:20:04",NULL
71a787b6-8f09-4c98-98bc-494aec6780d1,Ducati,"Scrambler 1100",Bike,2024,NULL,"2024-09-12 10:20:39","2024-09-12 10:20:39",NULL
fbae049a-6a89-40e3-b2c8-57f218eba97f,Ducati,"Scrambler Cafe Racer",Bike,2024,NULL,"2024-09-12 10:21:02","2024-09-12 10:21:02",NULL
66f68712-f17b-4cfc-83d8-2c6238717db1,Ducati,"Scrambler Classic",Bike,2024,NULL,"2024-09-12 10:21:23","2024-09-12 10:21:23",NULL
109aaf3a-a167-43b5-b54c-5712ac158065,Ducati,"Scrambler Desert Sled",Bike,2024,NULL,"2024-09-12 10:21:44","2024-09-12 10:21:44",NULL
ace67d82-7cbe-4371-a4ad-a9118e16252f,Ducati,"Scrambler Full Throttle",Bike,2024,NULL,"2024-09-12 10:22:05","2024-09-12 10:22:05",NULL
8d2f8c5e-1bec-4986-89ca-de88315f5331,Ducati,"Scrambler Icon",Bike,2024,NULL,"2024-09-12 10:22:20","2024-09-12 10:22:20",NULL
6011161b-d46a-423b-a6be-831470b1635a,Ducati,"Scrambler Mach 2.0",Bike,2024,NULL,"2024-09-12 10:22:37","2024-09-12 10:22:37",NULL
dc6d97a8-1bba-4dfc-8661-8c6b402af38f,Ducati,"Scrambler Nightshift",Bike,2024,NULL,"2024-09-12 10:22:57","2024-09-12 10:22:57",NULL
615ee147-4783-4900-a931-a63aea110030,Ducati,"Scrambler Urban Enduro",Bike,2024,NULL,"2024-09-12 10:23:17","2024-09-12 10:23:17",NULL
dfd55768-e5e8-462a-afb9-e829fe18b966,Ducati,"Scrambler Urban Motard",Bike,2024,NULL,"2024-09-12 10:23:38","2024-09-12 10:23:38",NULL
27d94b66-d0c7-45ec-bdbe-599540479513,Ducati,"Sport Classic",Bike,2024,NULL,"2024-09-12 10:23:55","2024-09-12 10:23:55",NULL
34a7f0fb-afb0-4fa4-ad0d-4f720b7560a1,Ducati,Streetfighter,Bike,2024,NULL,"2024-09-12 10:24:16","2024-09-12 10:24:16",NULL
958497c8-786b-4a46-9d89-bbb071cf120e,Ducati,"Streetfighter V2",Bike,2024,NULL,"2024-09-12 10:24:43","2024-09-12 10:24:43",NULL
501b38cc-4b47-4cf6-ae91-737eb2c14c6d,Ducati,"Streetfighter V4",Bike,2024,NULL,"2024-09-12 10:24:59","2024-09-12 10:24:59",NULL
44412583-8e43-43b9-8a67-023113d6ccaf,Ducati,SuperSport,Bike,2024,NULL,"2024-09-12 10:25:22","2024-09-12 10:25:22",NULL
4a3ef445-88db-41f7-8cdf-5c7da2e26a7a,Ducati,XDiavel,Bike,2024,NULL,"2024-09-12 10:25:40","2024-09-12 10:25:40",NULL
719c4e04-f21d-4d03-b909-1041a2f5b0b8,Evolet,Derby,Bike,2024,NULL,"2024-09-12 10:28:34","2024-09-12 10:28:34",NULL
4502d598-0f37-4a7b-aa81-4bd905d56759,Evolet,Polo,Bike,2024,NULL,"2024-09-12 10:28:48","2024-09-12 10:28:48",NULL
8b78dc85-4910-4ec7-8c21-b43936b2018e,Evolet,Pony,Bike,2024,NULL,"2024-09-12 10:29:03","2024-09-12 10:29:03",NULL
f89c7c3a-0b45-40f4-8a71-8bd637e0ead3,Ferrato,Disruptor,Bike,2024,NULL,"2024-09-12 10:30:11","2024-09-12 10:30:11",NULL
6a84c03a-476f-4787-ab44-cea0919cf22a,Gemopai,"Astrid Lite",Bike,2024,NULL,"2024-09-12 10:31:01","2024-09-12 10:31:01",NULL
2ab40fe9-81e0-43a4-80ec-b4903988ce9c,Gemopai,Ryder,Bike,2024,NULL,"2024-09-12 10:31:18","2024-09-12 10:31:18",NULL
423cb7fc-812f-4caa-a37d-82aba58fc3c8,Gemopai,"Ryder SuperMax",Bike,2024,NULL,"2024-09-12 10:31:49","2024-09-12 10:31:49",NULL
ac7f9911-8624-4e93-a119-02f4687afde9,"Harley Davidson",Breakout,Bike,2024,NULL,"2024-09-12 12:08:10","2024-09-12 12:08:10",NULL
3b17fe24-b57e-4ef1-9665-7297dcedae0e,"Harley Davidson","Custom 1200",Bike,2024,NULL,"2024-09-12 12:08:40","2024-09-12 12:08:40",NULL
fa47eb8c-444e-44f8-9de6-a73d05f01a16,"Harley Davidson"," Custom 1250",Bike,2024,NULL,"2024-09-12 12:11:35","2024-09-12 12:11:35",NULL
a5fccf16-0156-400d-9384-eee6b4a9f609,"Harley Davidson"," CVO",Bike,2024,NULL,"2024-09-12 12:11:55","2024-09-12 12:11:55",NULL
cb7c9fb3-ecb1-4df8-8d27-bfee57d27b5f,"Harley Davidson"," CVO Limited",Bike,2024,NULL,"2024-09-12 12:12:12","2024-09-12 12:12:12",NULL
cdd20437-4309-4b49-83d9-e610b91541e1,"Harley Davidson"," Deluxe",Bike,2024,NULL,"2024-09-12 12:12:30","2024-09-12 12:12:30",NULL
f165a3f4-9f6e-49be-aefd-e1681834142b,"Harley Davidson"," Electra Glide",Bike,2024,NULL,"2024-09-12 12:12:47","2024-09-12 12:12:47",NULL
850a5900-7ddb-48b8-b83f-8c5332b0ebba,"Harley Davidson"," Fat Bob",Bike,2024,NULL,"2024-09-12 12:13:07","2024-09-12 12:13:07",NULL
92fb6e44-9545-49bc-98ac-8167e76bb030,"Harley Davidson"," Fat Boy",Bike,2024,NULL,"2024-09-12 12:13:27","2024-09-12 12:13:27",NULL
0a38853d-9dbf-4b20-adb6-9b040a02a10b,"Harley Davidson"," Fat Boy 114",Bike,2024,NULL,"2024-09-12 12:13:46","2024-09-12 12:13:46",NULL
7371afe8-039e-4d39-b87f-25301e464b47,"Harley Davidson"," Fat Boy Special",Bike,2024,NULL,"2024-09-12 12:14:05","2024-09-12 12:14:05",NULL
04fd9513-aed6-4dff-a9a3-dc438045402e,"Harley Davidson"," Forty Eight",Bike,2024,NULL,"2024-09-12 12:14:21","2024-09-12 12:14:21",NULL
cea5e572-f9d2-4da5-a9cb-fce8de4f0f27,"Harley Davidson"," Forty Eight Special",Bike,2024,NULL,"2024-09-12 12:14:42","2024-09-12 12:14:42",NULL
e0923bac-1b3d-40f4-8f2a-6bc1617ad1be,"Harley Davidson"," Heritage Classic",Bike,2024,NULL,"2024-09-12 12:15:00","2024-09-12 12:15:00",NULL
378647a6-5cc8-4d0f-84e1-8335e7bb2854,"Harley Davidson"," Heritage Softail Classic",Bike,2024,NULL,"2024-09-12 12:15:20","2024-09-12 12:15:20",NULL
b7f2ccce-64ac-4404-b1d3-3243d008aca9,"Harley Davidson"," Iron 883",Bike,2024,NULL,"2024-09-12 12:15:39","2024-09-12 12:15:39",NULL
bc7c728b-a83a-4c69-8e20-9a819ef01707,"Harley Davidson"," Low Rider",Bike,2024,NULL,"2024-09-12 12:15:56","2024-09-12 12:15:56",NULL
75a08683-6ad8-4438-ad13-dacf2461efd9,"Harley Davidson"," Low Rider S",Bike,2024,NULL,"2024-09-12 12:16:14","2024-09-12 12:16:14",NULL
b8e809ba-d5c4-487c-8a63-ec5e4639dfdb,"Harley Davidson"," Night Rod",Bike,2024,NULL,"2024-09-12 12:16:31","2024-09-12 12:16:31",NULL
73e9ef7f-7684-4285-b70a-0dedbe740cb9,"Harley Davidson"," Nightster",Bike,2024,NULL,"2024-09-12 12:16:47","2024-09-12 12:16:47",NULL
7ae6adc4-8608-443e-97b6-9f8604c289df,"Harley Davidson"," PAN America 1250",Bike,2024,NULL,"2024-09-12 12:17:04","2024-09-12 12:17:04",NULL
bb5f3f47-0148-41cb-bc23-bf58ec5466d0,"Harley Davidson"," Road Glide Special",Bike,2024,NULL,"2024-09-12 12:17:23","2024-09-12 12:17:23",NULL
21be1b58-f21c-4032-9678-16d288c0d632,"Harley Davidson"," Road King",Bike,2024,NULL,"2024-09-12 12:17:39","2024-09-12 12:17:39",NULL
ec04c2d9-e0f3-4d2e-89fc-b7ce103489ff,"Harley Davidson"," Roadster",Bike,2024,NULL,"2024-09-12 12:17:58","2024-09-12 12:17:58",NULL
5bf13069-df12-4b5f-a7e4-18a13b92559e,"Harley Davidson"," Roadster XL 883 R",Bike,2024,NULL,"2024-09-12 12:18:15","2024-09-12 12:18:15",NULL
0fe9d2fc-22b5-4a45-903a-b5916479b93e,"Harley Davidson"," Softail",Bike,2024,NULL,"2024-09-12 12:18:32","2024-09-12 12:18:32",NULL
d20159ed-f496-4de1-a428-2343860a4dc4,"Harley Davidson"," Softtail Fatboy",Bike,2024,NULL,"2024-09-12 12:18:52","2024-09-12 12:18:52",NULL
32224edb-6e44-427f-ae1c-0ca4833262cf,"Harley Davidson"," Sportster",Bike,2024,NULL,"2024-09-12 12:19:09","2024-09-12 12:19:09",NULL
a0be940a-3843-4d3b-b628-a5197509c92c,"Harley Davidson"," Sportster S",Bike,2024,NULL,"2024-09-12 12:19:27","2024-09-12 12:19:27",NULL
598ee983-52f3-42db-867e-9ab00a7189aa,"Harley Davidson"," Sportster XL 883 L",Bike,2024,NULL,"2024-09-12 12:19:51","2024-09-12 12:19:51",NULL
7007d56f-2955-4977-b7a4-9bddfa82b61c,"Harley Davidson"," Sportster XL 883 R",Bike,2024,NULL,"2024-09-12 12:20:11","2024-09-12 12:20:11",NULL
3f1dc735-3d33-4acc-9b53-6e8f6e42b9f4,"Harley Davidson"," Sportster XL 1200 N",Bike,2024,NULL,"2024-09-12 12:20:28","2024-09-12 12:20:28",NULL
a795e1b6-d937-466e-b5e6-dd1d30ebe08e,"Harley Davidson"," Sportster XR 1200 X",Bike,2024,NULL,"2024-09-12 12:20:55","2024-09-12 12:20:55",NULL
6ac28ac6-2c6c-423a-8c96-383830cce589,"Harley Davidson"," Street 750",Bike,2024,NULL,"2024-09-12 12:21:11","2024-09-12 12:21:11",NULL
9b038ffe-795b-42b9-a9e5-1cd8635cc5f6,"Harley Davidson"," Street Bob",Bike,2024,NULL,"2024-09-12 12:21:28","2024-09-12 12:21:28",NULL
8c42a3a5-2a4b-49fd-bcc9-6b5e65f8778f,"Harley Davidson"," Street Glide",Bike,2024,NULL,"2024-09-12 12:21:46","2024-09-12 12:21:46",NULL
4ba58953-20a4-48bb-b8cd-c427c6ed02b3,"Harley Davidson"," Street Glide Special",Bike,2024,NULL,"2024-09-12 12:22:08","2024-09-12 12:22:08",NULL
0f98a3f5-7a4e-4602-8f9c-d82dbaca6ac9,"Harley Davidson"," Street Rod",Bike,2024,NULL,"2024-09-12 12:22:26","2024-09-12 12:22:26",NULL
76cd485c-0f38-44d7-a526-d860689c6a51,"Harley Davidson"," Super Glide Custom",Bike,2024,NULL,"2024-09-12 12:22:43","2024-09-12 12:22:43",NULL
7888704c-e3df-4a7d-852e-5def74f12f54,"Harley Davidson"," SuperLow",Bike,2024,NULL,"2024-09-12 12:23:01","2024-09-12 12:23:01",NULL
b766e3cd-b0bf-41c3-8f32-1c12756c8f72,"Harley Davidson"," Ultra Classic Electra Glide",Bike,2024,NULL,"2024-09-12 12:23:21","2024-09-12 12:23:21",NULL
c8adaf8e-ec08-403f-9de6-51eb58807daa,"Harley Davidson"," V Rod",Bike,2024,NULL,"2024-09-12 12:23:36","2024-09-12 12:23:36",NULL
643fefd1-6712-4b0d-a3e1-2b1a7b8a7e5b,"Harley Davidson"," X 440",Bike,2024,NULL,"2024-09-12 12:24:12","2024-09-12 12:24:12",NULL
c024e87d-911e-48d1-83f4-dd75d094ce37,"Harley Davidson"," XR 1200 X",Bike,2024,NULL,"2024-09-12 12:24:35","2024-09-12 12:24:35",NULL
9a32321c-0c1f-420e-9760-35b3a18c271a,Hero," Achiever 150",Bike,2024,NULL,"2024-09-12 12:35:19","2024-09-12 12:35:19",NULL
3c61b761-ad3e-49e7-a832-98a009212cfa,Hero," Ambition",Bike,2024,NULL,"2024-09-12 12:35:37","2024-09-12 12:35:37",NULL
d0d9f67e-f8ad-4d44-85cd-f0b916a7dff3,Hero," CBZ",Bike,2024,NULL,"2024-09-12 12:36:13","2024-09-12 12:36:13",NULL
87e5629b-b24c-44f8-89a9-57d686986c02,Hero," CBZ Xtreme",Bike,2024,NULL,"2024-09-12 12:36:33","2024-09-12 12:36:33",NULL
2ae5c15e-5204-42a4-b97c-6e8ab43f777d,Hero," CD Dawn",Bike,2024,NULL,"2024-09-12 12:36:50","2024-09-12 12:36:50",NULL
93e71459-eeee-427e-b3c9-9f1145ea8ffc,Hero," CD Deluxe",Bike,2024,NULL,"2024-09-12 12:37:15","2024-09-12 12:37:15",NULL
413d17d0-c100-4b34-9fff-0b23f8677ee2,Hero," Destini 125",Bike,2024,NULL,"2024-09-12 12:37:38","2024-09-12 12:37:38",NULL
1d9fd8f7-5122-4f0d-8578-13ffea89279b,Hero," Destini 125 Xtec",Bike,2024,NULL,"2024-09-12 12:37:56","2024-09-12 12:37:56",NULL
7ef41ebd-0adf-4983-ad6d-8ea8634abeea,Hero," Destini Prime",Bike,2024,NULL,"2024-09-12 12:38:15","2024-09-12 12:38:15",NULL
67e900e9-4c8e-4dad-a880-545edbed5041,Hero," Duet",Bike,2024,NULL,"2024-09-12 12:38:35","2024-09-12 12:38:35",NULL
2d0d4b81-13cd-43fc-b827-7d346255ab23,Hero," Glamour",Bike,2024,NULL,"2024-09-12 12:38:55","2024-09-12 12:38:55",NULL
2da1a3e2-eb16-4698-b634-7fc803ffef8d,Hero," Glamour 125",Bike,2024,NULL,"2024-09-12 12:39:12","2024-09-12 12:39:12",NULL
fc71505c-d43e-44de-8a08-e85fad2c70e8,Hero," Glamour FI",Bike,2024,NULL,"2024-09-12 12:39:30","2024-09-12 12:39:30",NULL
b54f9880-78c6-46c4-89a3-213c8205cecf,Hero," Glamour Xtec",Bike,2024,NULL,"2024-09-12 12:41:05","2024-09-12 12:41:05",NULL
133d42b4-256a-4d8c-8169-920c01db4cbc,Hero," HF Dawn",Bike,2024,NULL,"2024-09-12 12:41:31","2024-09-12 12:41:31",NULL
589d6b36-319a-46c0-8369-ce9d5ffe863c,Hero," HF Deluxe",Bike,2024,NULL,"2024-09-12 12:41:49","2024-09-12 12:41:49",NULL
8a91b8d4-311e-42fa-b380-39524bfd6459,Hero," HF Deluxe Eco",Bike,2024,NULL,"2024-09-12 12:42:06","2024-09-12 12:42:06",NULL
2b6e2f0c-86a0-467c-91fd-55a7cf61c625,Hero," Hunk",Bike,2024,NULL,"2024-09-12 12:42:26","2024-09-12 12:42:26",NULL
078e30e5-ef4e-4f39-b483-3ce1b90b25ef,Hero," Ignitor",Bike,2024,NULL,"2024-09-12 12:42:44","2024-09-12 12:42:44",NULL
ee06f4dd-ec15-47c4-90aa-38e399b6aee8,Hero," Impulse",Bike,2024,NULL,"2024-09-12 12:43:00","2024-09-12 12:43:00",NULL
2834d1cc-abab-4e67-acc2-b4e89250d664,Hero,Karizma,Bike,2024,NULL,"2024-09-12 12:43:39","2024-09-12 12:43:39",NULL
f96a30ed-e957-4890-9faa-6461a9e03b45,Hero,"Karizma R",Bike,2024,NULL,"2024-09-12 12:43:56","2024-09-12 12:43:56",NULL
3d6bd39e-02a6-48f0-bd44-f5c8d6640fc2,Hero,"Karizma XMR",Bike,2024,NULL,"2024-09-12 12:44:15","2024-09-12 12:44:15",NULL
b321b72d-bf72-4676-bb82-541a8f7c266d,Hero,"Karizma ZMR",Bike,2024,NULL,"2024-09-12 12:44:36","2024-09-12 12:44:36",NULL
443a39c2-44f8-4f65-8de7-36c9c85ba9be,Hero," Maestro",Bike,2024,NULL,"2024-09-12 12:44:54","2024-09-12 12:44:54",NULL
70137d79-760c-4fbd-a60f-71a960d41df5,Hero," Maestro Edge 110",Bike,2024,NULL,"2024-09-12 12:45:11","2024-09-12 12:45:11",NULL
0f61905f-eeef-465d-9e14-b1df546aca26,Hero," Maestro Edge 125",Bike,2024,NULL,"2024-09-12 12:45:28","2024-09-12 12:45:28",NULL
b06467f6-a9e3-4b38-9e0b-1b9ec67d486c,Hero," Mavrick 440",Bike,2024,NULL,"2024-09-12 12:45:46","2024-09-12 12:45:46",NULL
ea696e6f-8314-4438-b973-4df1f6ccdf31,Hero," Optima",Bike,2024,NULL,"2024-09-12 12:46:03","2024-09-12 12:46:03",NULL
4f9bc2a9-5ae6-43e1-93d1-767e336aef9b,Hero," Passion",Bike,2024,NULL,"2024-09-12 12:46:31","2024-09-12 12:46:31",NULL
80d3bb18-87aa-4b89-a380-e96ad3f4d661,Hero," Passion Plus",Bike,2024,NULL,"2024-09-12 12:46:48","2024-09-12 12:46:48",NULL
2f6ec5a0-1d6e-49f9-ae49-3000ef1495d5,Hero," Passion Pro",Bike,2024,NULL,"2024-09-12 12:47:08","2024-09-12 12:47:08",NULL
957c5ef6-9988-425b-ba28-94defa2f199f,Hero," Passion PRO i3s",Bike,2024,NULL,"2024-09-12 12:47:26","2024-09-12 12:47:26",NULL
ca6a4be4-d87a-4378-9be4-df8ecc070651,Hero," Passion PRO TR",Bike,2024,NULL,"2024-09-12 12:49:19","2024-09-12 12:49:19",NULL
b832313c-5770-45c6-aa32-e64e8c342b91,Hero," Passion XPro",Bike,2024,NULL,"2024-09-12 12:49:38","2024-09-12 12:49:38",NULL
5a6b27f2-fd77-4550-ad5c-f9317bebd994,Hero," Passion Xtec",Bike,2024,NULL,"2024-09-12 12:49:57","2024-09-12 12:49:57",NULL
eba651dc-95f3-473c-b992-d1cc05463cf9,Hero," Pleasure",Bike,2024,NULL,"2024-09-12 12:50:15","2024-09-12 12:50:15",NULL
69145983-7004-47f9-8cc2-a4604e4bcc48,Hero," Pleasure +",Bike,2024,NULL,"2024-09-12 12:50:35","2024-09-12 12:50:35",NULL
a008dd22-92df-4bf2-b760-3bb4fd800825,Hero," Pleasure + Xtec",Bike,2024,NULL,"2024-09-12 12:50:53","2024-09-12 12:50:53",NULL
8bf1e2ab-911f-4566-b9fc-28ee9f66663f,Hero," Splendor",Bike,2024,NULL,"2024-09-12 12:51:37","2024-09-12 12:51:56",NULL
e6c96e05-c868-4e2f-b096-a954c47782cc,Hero," Splendor iSmart",Bike,2024,NULL,"2024-09-12 12:52:28","2024-09-12 12:52:28",NULL
9e39da55-f891-4576-9f92-003944da961a,Hero," Splendor iSmart 110",Bike,2024,NULL,"2024-09-12 12:52:44","2024-09-12 12:52:44",NULL
434d4a94-c19d-442e-8981-61a7a5c80639,Hero," Splendor NXG",Bike,2024,NULL,"2024-09-12 12:53:08","2024-09-12 12:53:08",NULL
844856ec-8a18-4829-ad5d-429b0726136a,Hero," Splendor Plus",Bike,2024,NULL,"2024-09-12 12:53:29","2024-09-12 12:53:29",NULL
bd729c1d-9f1e-4c5b-9dce-446814d142a4,Hero," Splendor Plus i3s",Bike,2024,NULL,"2024-09-12 12:57:46","2024-09-12 12:57:46",NULL
1f077410-ce6f-44bf-a056-918ef0cea660,Hero," Splendor Plus Xtec",Bike,2024,NULL,"2024-09-12 12:58:08","2024-09-12 12:58:08",NULL
fe985a2c-edb0-4773-b2b9-4def9e3d861c,Hero," Splendor Pro",Bike,2024,NULL,"2024-09-12 12:58:42","2024-09-12 12:59:03",NULL
e949f39b-281e-4b4b-987a-1c6c55ae4d1f,Hero," Splendor Pro Classic",Bike,2024,NULL,"2024-09-12 12:59:19","2024-09-12 12:59:19",NULL
72cc088f-c228-4b75-a096-1697e44035d0,Hero," Street Smart",Bike,2024,NULL,"2024-09-12 12:59:41","2024-09-12 12:59:41",NULL
1366a99d-4087-4940-a415-d846313f4a64,Hero," Super Splendor",Bike,2024,NULL,"2024-09-12 12:59:57","2024-09-12 12:59:57",NULL
4751f83c-1edf-416e-a48b-a63502457aeb,Hero," Super Splendor Xtec",Bike,2024,NULL,"2024-09-12 13:00:19","2024-09-12 13:00:19",NULL
4de5e498-555f-4ad1-ae79-e8ca02b59c1b,Hero," Winner",Bike,2024,NULL,"2024-09-12 13:00:38","2024-09-12 13:00:38",NULL
dadf740c-da18-4845-b5d3-8e4b68f7457c,Hero," Xoom",Bike,2024,NULL,"2024-09-12 13:00:53","2024-09-12 13:00:53",NULL
053be2be-61d1-4608-8c87-6386024fe402,Hero," Xpulse 200",Bike,2024,NULL,"2024-09-12 13:01:09","2024-09-12 13:01:09",NULL
50483b2a-0965-4b33-b6d3-01dc32bfc54c,Hero," Xpulse 200 4V",Bike,2024,NULL,"2024-09-12 13:01:24","2024-09-12 13:01:24",NULL
74f63f97-6c5a-4413-8dd9-b22762e69ee3,Hero," Xpulse 200T",Bike,2024,NULL,"2024-09-12 13:01:43","2024-09-12 13:01:43",NULL
5ad68687-00eb-4fd7-baa4-7b4bb0fb89b0,Hero," Xpulse 200T 4V",Bike,2024,NULL,"2024-09-12 13:03:13","2024-09-12 13:03:13",NULL
f79c651a-b462-457a-9282-7624bb703dde,Hero," Xtreme",Bike,2024,NULL,"2024-09-12 13:03:50","2024-09-12 13:03:50",NULL
aa555adf-de1d-4857-a30d-5f42123ec6b8,Hero," Xtreme 125R",Bike,2024,NULL,"2024-09-12 13:04:12","2024-09-12 13:04:12",NULL
d7db5759-849f-467d-8251-7d41a9b0db1b,Hero," Xtreme 160R",Bike,2024,NULL,"2024-09-12 13:04:33","2024-09-12 13:04:33",NULL
832cc424-8745-4ad1-be75-fd24dce5ba9e,Hero," Xtreme 160R 4V",Bike,2024,NULL,"2024-09-12 13:04:50","2024-09-12 13:04:50",NULL
520a1d63-ff44-4ceb-9ba4-82a8b45ff7c1,Hero," Xtreme 200R",Bike,2024,NULL,"2024-09-12 13:05:12","2024-09-12 13:05:12",NULL
328f4f22-13cb-4183-9907-44bea5b919bd,Hero," Xtreme 200S",Bike,2024,NULL,"2024-09-12 13:05:29","2024-09-12 13:05:29",NULL
6cfaef63-d992-4274-bee3-14396b78a2a5,Hero," Xtreme 200S 4V",Bike,2024,NULL,"2024-09-12 13:05:47","2024-09-12 13:05:47",NULL
e435ddb0-3096-4505-af1a-d915a9b72b23,Hero," Xtreme Sports",Bike,2024,NULL,"2024-09-12 13:06:04","2024-09-12 13:06:04",NULL
b7b5b6d4-814c-4a5b-a90f-681befdacbc9,"Hero Electric",Atria,Bike,2024,NULL,"2024-09-12 13:11:21","2024-09-12 13:11:21",NULL
c3ac4d69-7be0-41f2-8852-9e984f587c7f,"Hero Electric","Cruz Li",Bike,2024,NULL,"2024-09-12 13:11:52","2024-09-12 13:11:52",NULL
3d01d4ae-663b-4534-bd03-816369e7d1fe,"Hero Electric",Dash,Bike,2024,NULL,"2024-09-12 13:12:50","2024-09-12 13:12:50",NULL
cbeb777f-55c0-456b-b722-cab52aad4581,"Hero Electric",Eddy,Bike,2024,NULL,"2024-09-12 13:13:15","2024-09-12 13:13:15",NULL
4e68e0cb-366e-4ccf-bba6-fa95087fdd7a,"Hero Electric",E-Sprint,Bike,2024,NULL,"2024-09-12 13:13:38","2024-09-12 13:13:38",NULL
0800c592-9ea9-4149-bea4-92f1ad9da3a3,"Hero Electric",Flash,Bike,2024,NULL,"2024-09-12 13:14:06","2024-09-12 13:14:06",NULL
